,company_permalink,funding_round_permalink,funding_round_type,funding_round_code,funded_at,raised_amount_usd
920,/organization/8hands,/funding-round/527b1328aaed4d8a836576bf14309b61,seed,,01-01-2008,1000000.0
921,/organization/8hands,/funding-round/a763dd310016427409646786b8b1e838,seed,,01-01-2008,500000.0
922,/organization/8i,/funding-round/9f902a45062cab4db6a8cf3da1817a62,seed,,07-08-2014,981681.0
925,/organization/8packs,/funding-round/07f2f27f3185af9ec625af06fa77e3cb,seed,,01-03-2014,39473.0
927,/organization/8th-story,/funding-round/f4ed9b0e6542360ae187fe99e684b230,seed,,01-08-2013,
929,/organization/8tracks,/funding-round/ba2d41db32937c1af3d8beec06cd3269,seed,,26-10-2012,1500000.0
933,/organization/8wood,/funding-round/211487f1377986b729b950c6d873b4db,seed,,05-05-2015,
950,/organization/911-view,/funding-round/a546617b3444d2a20d6aa18961ba6760,seed,,01-06-2012,15000.0
959,/organization/91mobiles,/funding-round/b07c7987282314f928e2e2fa1b7faadc,seed,,29-10-2014,1000000.0
960,/organization/955-dreams,/funding-round/64a99c6a291ddc21f200a48af79cb78a,seed,,26-01-2012,3250000.0
961,/organization/955-dreams,/funding-round/b705e87bc9eabf98a7a523109488947f,seed,,08-01-2011,
963,/organization/99-co,/funding-round/64002054d4a04a3e070c156456e97110,seed,,29-01-2015,1600000.0
964,/organization/99-co,/funding-round/b4ec3d11ab89210b52071623e88c1b5c,seed,,06-05-2014,560000.0
965,/organization/99-fahrenheit,/funding-round/b24cf03c7bcc2177a12ee5519dab140d,seed,,15-10-2011,1380700.0
971,/organization/99chairs,/funding-round/cb1d23323f58620e21d6dced2cec1cd2,seed,,24-02-2015,
977,/organization/99dresses,/funding-round/740baf54d24f8cc7ba951e920920c037,seed,,30-03-2012,105651.0
979,/organization/99drones,/funding-round/ba95f401cb6c588b9ec770c7131f6bd5,seed,,23-01-2015,
980,/organization/99gamers,/funding-round/8cdea147d6abbc67b03e86b265e32fc5,seed,,01-11-2014,100000.0
983,/organization/99jobs,/funding-round/972646c91a0cb2cdd5ee019ad1aed3b4,seed,,01-06-2013,
984,/organization/99motos,/funding-round/84aae78890e413d9047a1fcced6b3e06,seed,,19-08-2014,442943.0
